,Kitap Adı,Yazar,Puan,Türler,Datamix,Satici,Fiyat,MaxOkurCinsiyet,MaxOkurYüzde,Çevirmen
649,['Atsız Hikayeler'],['Hüseyin Nihal Atsız'],"['8.8/10', '1.610', '411']","['Edebiyat', ',', 'Hikaye (Öykü)']","['Tahmini Okuma Süresi: 1 sa. 56 dk.', 'Sayfa Sayısı: 68', 'Basım Tarihi: Şubat 2018', 'Yayınevi: Ötüken Neşriyat']","['Bkmkitap', 'Kitapyurdu']","['₺63,00', '₺67,86']",['Erkek'],['% 54.3'],['Yazar: \nHüseyin Nihal Atsız']
650,['Çarpık Nefret'],['Ana Huang'],"['7.5/10', '1.610', '255']","['Roman', ',', 'Aşk', ',', 'Edebiyat']","['Tahmini Okuma Süresi: 15 sa. 9 dk.', 'Sayfa Sayısı: 535', 'Basım Tarihi: 6 Haziran 2023', 'İlk Yayın Tarihi: 2022', 'Yayınevi: Martı Yayınları', 'Orijinal Adı: Twisted Hate (Twisted, #3)']","['Bkmkitap', 'Kitapyurdu']","['₺197,50', '₺186,64']",['Kadın'],['% 99.2'],"['Yazar: \nAna Huang', 'Çevirmen: \nGülfem Çırak', 'Editör: \nDerya Sevim']"
651,"[""Mağaradan Arş'a""]",['Nureddin Yıldız'],"['9.3/10', '1.608', '449']",['Din (İslam)'],"['Tahmini Okuma Süresi: 2 sa. 57 dk.', 'Sayfa Sayısı: 104', 'Basım Tarihi: Şubat 2017', 'Yayınevi: Tahlil Yayınları']","['Bkmkitap', 'Kitapyurdu']","['₺71,00', '₺39,10']",['Kadın'],['% 79.4'],['Yazar: \nNureddin Yıldız']
652,"[""Lady Chatterley'in Aşığı""]",['D. H. Lawrence'],"['7.2/10', '1.607', '335']","['Aşk', ',', 'Dünya Klasikleri', ',', 'Edebiyat', ',', 'Roman']","['Tahmini Okuma Süresi: 13 sa. 9 dk.', 'Sayfa Sayısı: 464', 'Basım Tarihi: Aralık 2013', 'Yayınevi: Martı Yayınları', ""Orijinal Adı: Lady Chatterley's Lover""]","['Bkmkitap', 'Kitapyurdu']","['₺15,00', '₺18,75']",['Kadın'],['% 78.5'],"['Yazar: \nD. H. Lawrence', 'Çevirmen: \nMeriç Selvi']"
653,['Ant'],['Ömer Seyfettin'],"['8.4/10', '1.607', '185']","['Hikaye (Öykü)', ',', 'Çocuk', ',', 'Edebiyat']","['Tahmini Okuma Süresi: 1 sa. 47 dk.', 'Sayfa Sayısı: 63', 'Basım Tarihi: Aralık 1998', 'Yayınevi: Oda Yayınları']","['Bkmkitap', 'Kitapyurdu']","['₺24,00', '₺46,48']",['Kadın'],['% 60.9'],['Yazar: \nÖmer Seyfettin']
654,['Evden Çok Uzakta'],['Kristin Hannah'],"['8.6/10', '1.608', '344']","['Edebiyat', ',', 'Roman']","['Tahmini Okuma Süresi: 13 sa. 36 dk.', 'Sayfa Sayısı: 480', 'Basım Tarihi: Nisan 2013', 'İlk Yayın Tarihi: 31 Ocak 2012', 'Yayınevi: Pegasus Yayınları', 'Orijinal Adı: Home Front']","['Bkmkitap', 'Kitapyurdu']","['₺175,45', '₺175,65']",['Kadın'],['% 94.7'],"['Yazar: \nKristin Hannah', 'Çevirmen: \nSolina Silahlı']"
655,['Ladesçi'],['Üstün Dökmen'],"['7.8/10', '1.606', '284']","['Roman', ',', 'Edebiyat']","['Tahmini Okuma Süresi: 5 sa. 54 dk.', 'Sayfa Sayısı: 208', 'Basım Tarihi: Ekim 2015', 'İlk Yayın Tarihi: 2006', 'Yayınevi: Remzi Kitabevi']","['Bkmkitap', 'Kitapyurdu']","['₺46,92', '₺29,82']",['Kadın'],['% 65.3'],"['Yazar: \nÜstün Dökmen', 'Editör: \nNecla Feroğlu', 'Tasarımcı: \nMurat Özgül']"
656,['Ruhlar Dükkanı'],['Stephen King'],"['8.4/10', '1.605', '390']","['Roman', ',', 'Edebiyat', ',', 'Korku-Gerilim']","['Tahmini Okuma Süresi: 16 sa. 4 dk.', 'Sayfa Sayısı: 567', 'Basım Tarihi: 2020', 'İlk Yayın Tarihi: Ekim 1991', 'Yayınevi: Altın Kitaplar', 'Orijinal Adı: Needful Things']","['Bkmkitap', 'Kitapyurdu']","['₺350,35', '₺277,10']",['Kadın'],['% 54.8'],"['Yazar: \nStephen King', 'Çevirmen: \nGönül Suveren']"
657,"[""Suna'nın Serçeleri""]",['Gülten Dayıoğlu'],"['8.6/10', '1.605', '256']","['Çocuk', ',', 'Edebiyat', ',', 'Hikaye (Öykü)']","['Tahmini Okuma Süresi: 4 sa. 59 dk.', 'Sayfa Sayısı: 176', 'Basım Tarihi: Mart 2013', 'İlk Yayın Tarihi: 1979', 'Yayınevi: Altın Kitaplar']","['Bkmkitap', 'Kitapyurdu']","['₺117,04', '₺92,57']",['Kadın'],['% 85.4'],['Yazar: \nGülten Dayıoğlu']
658,['Oyuncu Anne'],['Şermin Yaşar'],"['8.5/10', '1.605', '375']","['Çocuk', ',', 'İnsan ve Toplum', ',', 'Kadın-Erkek']","['Tahmini Okuma Süresi: 4 sa. 32 dk.', 'Sayfa Sayısı: 160', 'Basım Tarihi: Eylül 2014', 'Yayınevi: Elma Yayınevi']","['Bkmkitap', 'Kitapyurdu']","['₺62,30', '₺86,11']",['Kadın'],['% 95.3'],['Yazar: \nŞermin Yaşar']
659,"['Kitap', 'Kitap bulunamadı']",[],[],[],[],[],[],[],[],[]
660,"['Kitap', 'Kitap bulunamadı']",[],[],[],[],[],[],[],[],[]
661,"['Kitap', 'Kitap bulunamadı']",[],[],[],[],[],[],[],[],[]
662,['Mihail'],['Panait Istrati'],"['8.1/10', '1.604', '419']","['Roman', ',', 'Edebiyat']","['Tahmini Okuma Süresi: 4 sa. 12 dk.', 'Sayfa Sayısı: 148', 'Basım Tarihi: Mayıs 2022', 'İlk Yayın Tarihi: 1923', 'Yayınevi: Türkiye İş Bankası Kültür Yayınları', 'Orijinal Adı: Mikhaïl']","['Bkmkitap', 'Kitapyurdu']","['₺8,45', '₺27,90']",['Kadın'],['% 60.7'],"['Yazar: \nPanait Istrati', 'Çevirmen: \nBertan Onaran']"
663,['Tünel'],['Binnur Nigiz'],"['8.1/10', '1.604', '436']","['Aşk', ',', 'Edebiyat', ',', 'Roman']","['Tahmini Okuma Süresi: 17 sa. 41 dk.', 'Sayfa Sayısı: 624', 'Basım Tarihi: Ekim 2018', 'Yayınevi: Dokuz Yayınları', 'Orijinal Adı: Tünel']","['Bkmkitap', 'Kitapyurdu']","['₺123,75', '₺112,50']",['Kadın'],['% 98.2'],"['Yazar: \nBinnur Nigiz', 'Tasarımcı: \nGizem Ulaş']"
664,['Pir-i Türkistan'],['Fatih Duman'],"['9/10', '1.605', '477']","['Edebiyat', ',', 'Roman']","['Tahmini Okuma Süresi: 9 sa. 31 dk.', 'Sayfa Sayısı: 336', 'Basım Tarihi: Kasım 2013', 'Yayınevi: Nesil Yayınları']",[],[],['Kadın'],['% 85.6'],['Yazar: \nFatih Duman']
665,['Olay'],['Annie Ernaux'],"['8.3/10', '1.604', '274']","['Roman', ',', 'Edebiyat']","['Tahmini Okuma Süresi: 2 sa. 16 dk.', 'Sayfa Sayısı: 80', 'Basım Tarihi: 4 Nisan 2023', 'İlk Yayın Tarihi: Mart 2000', 'Yayınevi: Can Yayınları', 'Orijinal Adı: L’événement']","['Bkmkitap', 'Kitapyurdu']","['₺71,50', '₺47,00']",['Kadın'],['% 88.5'],"['Yazar: \nAnnie Ernaux', 'Çevirmen: \nSiren İdemen']"
666,['Solucan III - Veda'],['Zeynep Sey'],"['6.9/10', '1.603', '338']","['Aşk', ',', 'Edebiyat', ',', 'Roman']","['Tahmini Okuma Süresi: 10 sa. 53 dk.', 'Sayfa Sayısı: 384', 'Basım Tarihi: Kasım 2016', 'Yayınevi: Ephesus Yayınları', 'Orijinal Adı: Solucan III - Veda']","['Bkmkitap', 'Kitapyurdu']","['₺167,40', '₺60,78']",['Kadın'],['% 96.5'],['Yazar: \nZeynep Sey']
667,['Fosforlu Cevriye'],['Suat Derviş'],"['8.4/10', '1.602', '434']","['Roman', ',', 'Edebiyat']","['Tahmini Okuma Süresi: 7 sa. 42 dk.', 'Sayfa Sayısı: 272', 'Basım Tarihi: Mayıs 2021', 'İlk Yayın Tarihi: 1968', 'Yayınevi: İthaki Yayınları']","['Bkmkitap', 'Kitapyurdu']","['₺120,00', '₺126,00']",['Kadın'],['% 81.8'],['Yazar: \nSuat Derviş']
668,['Uzak Tepeler'],['Kazuo Ishiguro'],"['7.5/10', '1.602', '335']","['Roman', ',', 'Edebiyat']","['Tahmini Okuma Süresi: 4 sa. 39 dk.', 'Sayfa Sayısı: 164', 'Basım Tarihi: Ağustos 2018', 'İlk Yayın Tarihi: Şubat 1982', 'Yayınevi: Yapı Kredi Yayınları', 'Orijinal Adı: A Pale View of Hills']","['Bkmkitap', 'Kitapyurdu']","['₺39,60', '₺39,60']",['Kadın'],['% 72.8'],"['Yazar: \nKazuo Ishiguro', 'Çevirmen: \nPınar Besen']"
669,['Kızlarıma Mektuplar'],['Emre Kongar'],"['8.3/10', '1.602', '296']","['Kişisel Gelişim', ',', 'Edebiyat', ',', 'Anı-Mektup-Günlük', ',', 'İnsan ve Toplum']","['Tahmini Okuma Süresi: 7 sa. 14 dk.', 'Sayfa Sayısı: 255', 'Basım Tarihi: 13 Ocak 2020', 'İlk Yayın Tarihi: 2008', 'Yayınevi: Remzi Kitabevi']","['Bkmkitap', 'Kitapyurdu']","['₺133,00', '₺154,38']",['Kadın'],['% 80.0'],"['Yazar: \nEmre Kongar', 'Editör: \nYasemin Aktaş']"
670,['Kar Tanelerinin Bir Bildiği Var'],['Debbie Macomber'],"['7.3/10', '1.602', '357']","['Edebiyat', ',', 'Roman']","['Tahmini Okuma Süresi: 6 sa. 24 dk.', 'Sayfa Sayısı: 226', 'Basım Tarihi: Aralık 2014', 'Yayınevi: Novella Yayınları', 'Orijinal Adı: Christmas Letters']",['Bkmkitap'],"['₺13,33']",['Kadın'],['% 96.5'],"['Yazar: \nDebbie Macomber', 'Çevirmen: \nNilgün Birgül']"
671,['İbni Sina - Hiç Kimse Görmek İstemeyen Biri Kadar Kör Olamaz'],['Devrim Yalkut'],"['8.1/10', '1.601', '379']","['Biyografi', ',', 'Felsefe-Düşünce']","['Tahmini Okuma Süresi: 3 sa. 38 dk.', 'Sayfa Sayısı: 128', 'Basım Tarihi: Nisan 2021', 'İlk Yayın Tarihi: Haziran 2020', 'Yayınevi: Destek Yayınları']",['Bkmkitap'],"['₺63,00']",['Kadın'],['% 70.4'],"['Editör: \nDevrim Yalkut', 'Derleyen: \nHikmet Anıl Öztekin']"
672,['Mahkemelerde'],['Sabahattin Ali'],"['7.9/10', '1.601', '4']","['Anı-Mektup-Günlük', ',', 'Araştırma-İnceleme', ',', 'Tarih']","['Tahmini Okuma Süresi: 4 sa. 20 dk.', 'Sayfa Sayısı: 153', 'Basım Tarihi: Mart 2019', 'Yayınevi: Yapı Kredi Yayınları']","['Bkmkitap', 'Kitapyurdu']","['₺39,00', '₺39,60']",['Kadın'],['% 58.7'],"['Yazar: \nSabahattin Ali', 'Derleyen: \nNüket Esen']"
673,['Klon'],['Kevin Guilfoile'],"['7.6/10', '1.601', '329']","['Polisiye', ',', 'Bilim-Kurgu', ',', 'Roman']","['Tahmini Okuma Süresi: 14 sa. 41 dk.', 'Sayfa Sayısı: 518', 'Basım Tarihi: 2012', 'Yayınevi: Koridor Yayıncılık', 'Orijinal Adı: Cast Of Shadow']",[],[],['Kadın'],['% 71.5'],"['Yazar: \nKevin Guilfoile', 'Çevirmen: \nYasemin Kanca']"
674,['Tehlikeli Masallar'],['Ahmet Altan'],"['7.4/10', '1.601', '96']","['Edebiyat', ',', 'Roman']","['Tahmini Okuma Süresi: 7 sa. 2 dk.', 'Sayfa Sayısı: 248', 'Basım Tarihi: Mart 2013', 'İlk Yayın Tarihi: Ekim 1996', 'Yayınevi: Everest Yayınları']",[],[],['Kadın'],['% 65.2'],['Yazar: \nAhmet Altan']
675,['Mələk'],['Qaraqan'],"['8.3/10', '1.601', '530']","['Edebiyat', ',', 'Fantastik', ',', 'Roman']","['Tahmini Okuma Süresi: 3 sa. 44 dk.', 'Sayfa Sayısı: 132', 'Basım Tarihi: 2012', 'Yayınevi: Əli və Nino Nəşriyyatı', 'Orijinal Adı: Mələk']",[],[],['Kadın'],['% 72.1'],['Yazar: \nQaraqan']
676,['İntihar Kulübü'],['Robert Louis Stevenson'],"['6.5/10', '1.600', '232']","['Hikaye (Öykü)', ',', 'Dünya Klasikleri', ',', 'Edebiyat', ',', 'Korku-Gerilim']","['Tahmini Okuma Süresi: 2 sa. 53 dk.', 'Sayfa Sayısı: 102', 'Basım Tarihi: 2019', 'İlk Yayın Tarihi: 1878', 'Yayınevi: İthaki Yayınları', 'Orijinal Adı: The Suicide Club']","['Bkmkitap', 'Kitapyurdu']","['₺54,00', '₺9,90']",['Kadın'],['% 69.5'],"['Yazar: \nRobert Louis Stevenson', 'Çevirmen: \nAslıhan Kuzucan']"
677,"['Kitap', 'Kitap bulunamadı']",[],[],[],[],[],[],[],[],[]
678,"['Kitap', 'Kitap bulunamadı']",[],[],[],[],[],[],[],[],[]
679,"['Kitap', 'Kitap bulunamadı']",[],[],[],[],[],[],[],[],[]
680,['Benim Gözümden Dünya'],['Albert Einstein'],"['7.5/10', '1.599', '356']","['Bilim-Teknoloji-Mühendislik', ',', 'Felsefe-Düşünce']","['Tahmini Okuma Süresi: 3 sa. 16 dk.', 'Sayfa Sayısı: 115', 'Basım Tarihi: 22 Aralık 2020', 'İlk Yayın Tarihi: 8 Haziran 2006', 'Yayınevi: Alfa Yayıncılık', 'Orijinal Adı: The World As I See It']","['Bkmkitap', 'Kitapyurdu']","['₺48,75', '₺54,00']",['Erkek'],['% 54.7'],"['Yazar: \nAlbert Einstein', 'Çevirmen: \nDemet Evrenosoğlu', 'Editör: \nKerem Cankoçak', 'Tasarımcı: \nGökhan Burhan']"
681,['Bütün Kadınların Kafası Karışıktır'],['Ece Temelkuran'],"['7.5/10', '1.599', '346']","['Deneme-İnceleme', ',', 'Edebiyat']","['Tahmini Okuma Süresi: 3 sa. 10 dk.', 'Sayfa Sayısı: 112', 'Basım Tarihi: Ekim 2016', 'İlk Yayın Tarihi: Şubat 1996', 'Yayınevi: Can Yayınları']",['Kitapyurdu'],"['₺56,23']",['Kadın'],['% 91.1'],['Yazar: \nEce Temelkuran']
682,"[""Tanrı'yı Gören Köpek""]",['Dino Buzzati'],"['8/10', '1.598', '413']","['Edebiyat', ',', 'Hikaye (Öykü)']","['Tahmini Okuma Süresi: 5 sa. 26 dk.', 'Sayfa Sayısı: 192', 'Basım Tarihi: Temmuz 2016', 'İlk Yayın Tarihi: Ağustos 1968', 'Yayınevi: Can Yayınları', 'Orijinal Adı: La Boutique Del Mistero']","['Bkmkitap', 'Kitapyurdu']","['₺126,75', '₺88,91']",['Kadın'],['% 61.8'],"['Yazar: \nDino Buzzati', 'Çevirmen: \nRekin Teksoy']"
683,['Yalancılar ve Yabancılar-2'],['Emre Gül'],"['7.9/10', '1.598', '336']","['Roman', ',', 'Aşk', ',', 'Edebiyat', ',', 'Gençlik']","['Tahmini Okuma Süresi: 11 sa. 20 dk.', 'Sayfa Sayısı: 400', 'Basım Tarihi: Nisan 2022', 'Yayınevi: Ren Kitap']",['Bkmkitap'],"['₺162,50']",['Kadın'],['% 95.1'],['Yazar: \nEmre Gül']
684,['Özgürlükten Kaçış'],['Erich Fromm'],"['8.7/10', '1.598', '443']","['İnsan ve Toplum', ',', 'Psikoloji']","['Tahmini Okuma Süresi: 6 sa. 38 dk.', 'Sayfa Sayısı: 234', 'Basım Tarihi: Mart 1996', 'İlk Yayın Tarihi: 1972', 'Yayınevi: Payel Yayınları', 'Orijinal Adı: Escape From Freedom']","['Bkmkitap', 'Kitapyurdu']","['₺140,00', '₺139,20']",['Erkek'],['% 50.5'],"['Yazar: \nErich Fromm', 'Çevirmen: \nŞemsa Yeğin']"
685,['Sevginin Son Dileği'],['Debbie Macomber'],"['8.2/10', '1.597', '322']","['Roman', ',', 'Aşk', ',', 'Edebiyat']","['Tahmini Okuma Süresi: 13 sa. 9 dk.', 'Sayfa Sayısı: 464', 'Basım Tarihi: Ağustos 2016', 'İlk Yayın Tarihi: Mayıs 2013', 'Yayınevi: Martı Kitabevi', ""Orijinal Adı: Hannahh's List""]",['Bkmkitap'],"['₺177,00']",['Kadın'],['% 93.1'],"['Yazar: \nDebbie Macomber', 'Çevirmen: \nNilgün Birgül', 'Editör: \nRose Mary Samanoğlu', 'Tasarımcı: \nYasin Öksüz']"
686,['İnce Memed'],['Yaşar Kemal'],"['9.5/10', '1.597', '584']","['Edebiyat', ',', 'Roman']","['Tahmini Okuma Süresi: 60 sa. 41 dk.', 'Sayfa Sayısı: 2142', 'Basım Tarihi: 6 Mart 2018', 'İlk Yayın Tarihi: 1994', 'Yayınevi: Yapı Kredi Yayınları', 'Orijinal Adı: İnce Memed']","['Bkmkitap', 'Kitapyurdu']","['₺975,00', '₺948,75']",['Erkek'],['% 54.2'],['Yazar: \nYaşar Kemal']
687,['İslam Diyen Kızlar'],['İhsan Şenocak'],"['9.3/10', '1.596', '519']","['Din (İslam)', ',', 'Mitolojiler']","['Tahmini Okuma Süresi: 7 sa. 49 dk.', 'Sayfa Sayısı: 276', 'Basım Tarihi: Mart 2017', 'Yayınevi: Hüküm Kitap']","['Bkmkitap', 'Kitapyurdu']","['₺44,85', '₺81,71']",['Kadın'],['% 93.3'],['Yazar: \nİhsan Şenocak']
688,['Kalp Muhafızı'],['Beyza Alkoç'],"['8.3/10', '1.597', '338']","['Roman', ',', 'Aşk', ',', 'Edebiyat', ',', 'Gençlik']","['Tahmini Okuma Süresi: 9 sa. 4 dk.', 'Sayfa Sayısı: 320', 'Basım Tarihi: Mayıs 2023', 'Yayınevi: İndigo Kitap']","['Bkmkitap', 'Kitapyurdu']","['₺143,40', '₺179,25']",['Kadın'],['% 93.9'],['Yazar: \nBeyza Alkoç']
689,['Akdeniz'],['Panait Istrati'],"['7.6/10', '1.595', '287']","['Edebiyat', ',', 'Roman']","['Tahmini Okuma Süresi: 8 sa. 30 dk.', 'Sayfa Sayısı: 300', 'Basım Tarihi: Mart 2013', 'Yayınevi: Araf Yayınları', 'Orijinal Adı: Méditerranée (Lever de soleil)']","['Bkmkitap', 'Kitapyurdu']","['₺7,22', '₺31,22']",['Kadın'],['% 57.2'],"['Yazar: \nPanait Istrati', 'Çevirmen: \nŞemsettin Yeltekin']"
690,['Kor Adası'],['Kimberley Freeman'],"['8.6/10', '1.595', '463']","['Roman', ',', 'Edebiyat']","['Tahmini Okuma Süresi: 13 sa. 36 dk.', 'Sayfa Sayısı: 480', 'Basım Tarihi: Eylül 2015', 'Yayınevi: Arkadya Yayınları', 'Orijinal Adı: Ember Island']",['Bkmkitap'],"['₺94,50']",['Kadın'],['% 94.4'],"['Yazar: \nKimberley Freeman', 'Çevirmen: \nDuygu Parsadan', 'Editör: \nYasemin Büte']"
691,['Sular Üstünde Gökler Altında'],['Kaan Murat Yanık'],"['8.9/10', '1.597', '447']","['Roman', ',', 'Edebiyat']","['Tahmini Okuma Süresi: 9 sa. 58 dk.', 'Sayfa Sayısı: 352', 'Basım Tarihi: 1 Mart 2023', 'Yayınevi: Ketebe Yayınları']","['Bkmkitap', 'Kitapyurdu']","['₺89,40', '₺106,54']",['Kadın'],['% 82.5'],['Yazar: \nKaan Murat Yanık']
692,['Kasabanın En Güzel Kızı'],['Charles Bukowski'],"['7.5/10', '1.594', '335']","['Hikaye (Öykü)', ',', 'Aşk', ',', 'Edebiyat']","['Tahmini Okuma Süresi: 6 sa. 21 dk.', 'Sayfa Sayısı: 224', 'Basım Tarihi: Eylül 2019', 'İlk Yayın Tarihi: 1 Ocak 1983', 'Yayınevi: Parantez Yayınları', 'Orijinal Adı: The Most Beautiful Woman In Town']","['Bkmkitap', 'Kitapyurdu']","['₺96,25', '₺93,75']",['Erkek'],['% 61.9'],"['Yazar: \nCharles Bukowski', 'Çevirmen: \nAvi Pardo']"
693,['Barbarları Beklerken'],['J. M. Coetzee'],"['7.7/10', '1.594', '366']","['Edebiyat', ',', 'Roman']","['Tahmini Okuma Süresi: 6 sa. 7 dk.', 'Sayfa Sayısı: 216', 'Basım Tarihi: Mayıs 2019', 'İlk Yayın Tarihi: 1985', 'Yayınevi: Can Yayınları', 'Orijinal Adı: Waiting for the Barbarians']","['Bkmkitap', 'Kitapyurdu']","['₺146,25', '₺103,05']",['Kadın'],['% 58.4'],"['Yazar: \nJ. M. Coetzee', 'Çevirmen: \nDost Körpe']"
694,['Mavi Sürgün'],['Halikarnas Balıkçısı'],"['8.5/10', '1.593', '435']","['Edebiyat', ',', 'Anı-Mektup-Günlük', ',', 'Türk Klasikleri']","['Tahmini Okuma Süresi: 6 sa. 24 dk.', 'Sayfa Sayısı: 226', 'Basım Tarihi: 2022', 'İlk Yayın Tarihi: 1961', 'Yayınevi: Bilgi Yayınevi']","['Bkmkitap', 'Kitapyurdu']","['₺219,00', '₺180,00']",['Kadın'],['% 57.5'],['Yazar: \nHalikarnas Balıkçısı']
695,"['Kitap', 'Kitap bulunamadı']",[],[],[],[],[],[],[],[],[]
696,"['Kitap', 'Kitap bulunamadı']",[],[],[],[],[],[],[],[],[]
697,"['Kitap', 'Kitap bulunamadı']",[],[],[],[],[],[],[],[],[]
698,['Oidipus Kolonos’ta'],['Sophokles'],"['8.2/10', '1.593', '338']","['Dünya Klasikleri', ',', 'Edebiyat', ',', 'Mitolojiler', ',', 'Senaryo-Oyun', ',', 'Tiyatro']","['Tahmini Okuma Süresi: 3 sa. 10 dk.', 'Sayfa Sayısı: 112', 'Basım Tarihi: Mayıs 2016', 'İlk Yayın Tarihi: 1941', 'Yayınevi: İş Bankası Kültür Yayınları']","['Bkmkitap', 'Kitapyurdu']","['₺39,00', '₺38,75']",['Kadın'],['% 50.2'],"['Yazar: \nSophokles', 'Çevirmen: \nAri Çokona']"
699,['Yurdunu Kaybeden Adam'],['Cengiz Dağcı'],"['8.8/10', '1.590', '383']","['Roman', ',', 'Tarih', ',', 'Edebiyat']","['Tahmini Okuma Süresi: 7 sa. 15 dk.', 'Sayfa Sayısı: 256', 'Basım Tarihi: Ocak 2020', 'İlk Yayın Tarihi: 1957', 'Yayınevi: Ötüken Neşriyat']","['Bkmkitap', 'Kitapyurdu']","['₺98,00', '₺105,56']",['Kadın'],['% 64.0'],['Yazar: \nCengiz Dağcı']
700,['Tersine Dünya'],['Orhan Kemal'],"['7.5/10', '1.590', '300']","['Roman', ',', 'Edebiyat']","['Tahmini Okuma Süresi: 3 sa. 33 dk.', 'Sayfa Sayısı: 125', 'Basım Tarihi: Mayıs 2021', 'İlk Yayın Tarihi: 1984', 'Yayınevi: Everest Yayınları']","['Bkmkitap', 'Kitapyurdu']","['₺71,25', '₺60,65']",['Kadın'],['% 70.8'],['Yazar: \nOrhan Kemal']
701,['Antikacı Dükkanı'],['Charles Dickens'],"['7.6/10', '1.589', '292']","['Dünya Klasikleri', ',', 'Edebiyat', ',', 'Roman']","['Tahmini Okuma Süresi: 15 sa. 49 dk.', 'Sayfa Sayısı: 558', 'Basım Tarihi: Aralık 2015', 'İlk Yayın Tarihi: Kasım 1841', 'Yayınevi: Oda Yayınları', 'Orijinal Adı: The Old Curiosity Shop']","['Bkmkitap', 'Kitapyurdu']","['₺24,50', '₺221,20']",['Kadın'],['% 56.2'],"['Yazar: \nCharles Dickens', 'Çevirmen: \nMetin İlkin']"
702,['Zabit ve Kumandan ile Hasbihal'],['Mustafa Kemal Atatürk'],"['9.2/10', '1.586', '450']",['Tarih'],"['Tahmini Okuma Süresi: 5 sa. 40 dk.', 'Sayfa Sayısı: 200', 'Basım Tarihi: 2006', 'Yayınevi: İş Bankası Kültür Yayınları']","['Bkmkitap', 'Kitapyurdu']","['₺39,00', '₺33,55']",['Erkek'],['% 79.0'],['Yazar: \nMustafa Kemal Atatürk']
703,['Anna ve Fransız Öpücüğü'],['Stephanie Perkins'],"['7.7/10', '1.584', '334']","['Aşk', ',', 'Edebiyat', ',', 'Gençlik', ',', 'Roman']","['Tahmini Okuma Süresi: 9 sa. 18 dk.', 'Sayfa Sayısı: 328', 'Basım Tarihi: Ağustos 2017', 'İlk Yayın Tarihi: Şubat 2012', 'Yayınevi: Yabancı Yayınları', 'Orijinal Adı: Anna and the French Kiss']","['Bkmkitap', 'Kitapyurdu']","['₺172,50', '₺258,75']",['Kadın'],['% 96.9'],"['Yazar: \nStephanie Perkins', 'Çevirmen: \nSu Akaydın']"
704,"[""Uzunharmanlar'da Bir Davetsiz Misafir""]",['Sezgin Kaymaz'],"['8.5/10', '1.584', '499']","['Edebiyat', ',', 'Roman']","['Tahmini Okuma Süresi: 9 sa. 18 dk.', 'Sayfa Sayısı: 328', 'Basım Tarihi: Ekim 2017', 'İlk Yayın Tarihi: 2004', 'Yayınevi: April Yayıncılık']","['Bkmkitap', 'Kitapyurdu']","['₺24,50', '₺154,33']",['Kadın'],['% 73.0'],['Yazar: \nSezgin Kaymaz']
705,['Zeliş'],['Necati Cumalı'],"['7.9/10', '1.583', '304']","['Roman', ',', 'Edebiyat']","['Tahmini Okuma Süresi: 7 sa. 51 dk.', 'Sayfa Sayısı: 277', 'Basım Tarihi: Kasım 2020', 'İlk Yayın Tarihi: 1979', 'Yayınevi: Cumhuriyet Kitapları']","['Bkmkitap', 'Kitapyurdu']","['₺190,00', '₺203,13']",['Kadın'],['% 72.0'],['Yazar: \nNecati Cumalı']
706,['Sermayem Yok Derdimden Başka'],['Serdar Tuncer'],"['8.7/10', '1.583', '558']","['Edebiyat', ',', 'Deneme-İnceleme']","['Tahmini Okuma Süresi: 5 sa. 26 dk.', 'Sayfa Sayısı: 192', 'Basım Tarihi: Ekim 2020', 'Yayınevi: Ketebe Yayınevi']","['Bkmkitap', 'Kitapyurdu']","['₺119,94', '₺128,70']",['Kadın'],['% 69.8'],['Yazar: \nSerdar Tuncer']
707,['Vampir Akademisi'],['Richelle Mead'],"['8/10', '1.583', '319']","['Edebiyat', ',', 'Fantastik', ',', 'Roman']","['Tahmini Okuma Süresi: 10 sa. 39 dk.', 'Sayfa Sayısı: 376', 'Basım Tarihi: 10 Ağustos 2015', 'İlk Yayın Tarihi: Mart 2014', 'Yayınevi: Artemis Yayınları', 'Orijinal Adı: Vampire Academy']","['Bkmkitap', 'Kitapyurdu']","['₺58,50', '₺280,80']",['Kadın'],['% 93.6'],"['Yazar: \nRichelle Mead', 'Çevirmen: \nYelis Üslü']"
708,['İnsanlığın Medeniyet Destanı'],['Roger Garaudy'],"['8.3/10', '1.583', '400']","['Araştırma-İnceleme', ',', 'Felsefe-Düşünce', ',', 'Tarih']","['Tahmini Okuma Süresi: 6 sa. 21 dk.', 'Sayfa Sayısı: 224', 'Basım Tarihi: Mayıs 2018', 'İlk Yayın Tarihi: 2007', 'Yayınevi: Timaş Yayınları', ""Orijinal Adı: Comment I'homme devint humain""]","['Bkmkitap', 'Kitapyurdu']","['₺136,50', '₺123,21']",['Kadın'],['% 60.5'],"['Yazar: \nRoger Garaudy', 'Çevirmen: \nCemal Aydın']"
709,['Bana Mutluluktan Bahset'],['Ezgin Kılıç'],"['8.3/10', '1.584', '503']","['Deneme-İnceleme', ',', 'Edebiyat']","['Tahmini Okuma Süresi: 4 sa. 46 dk.', 'Sayfa Sayısı: 168', 'Basım Tarihi: 22 Kasım 2018', 'Yayınevi: Destek Yayınları']",['Bkmkitap'],"['₺112,00']",['Kadın'],['% 75.8'],['Yazar: \nEzgin Kılıç']
