,Kitap Adı,Yazar,Puan,Türler,Datamix,Satici,Fiyat,MaxOkurCinsiyet,MaxOkurYüzde,Çevirmen
697,['Kolera Günlerinde Aşk'],['Gabriel Garcia Marquez'],"['7.7/10', '9,1bin', '1.924']","['Edebiyat', ',', 'Roman']","['Tahmini Okuma Süresi: 12 sa. 42 dk.', 'Sayfa Sayısı: 448', 'Basım Tarihi: Mayıs 2020', 'İlk Yayın Tarihi: 1985', 'Yayınevi: Can Yayınları', 'Orijinal Adı: El Amor en Los Tiempos del Colera']","['Bkmkitap', 'Kitapyurdu']","['₺260,00', '₺180,20']",['Kadın'],['% 66.8'],"['Yazar: \nGabriel Garcia Marquez', 'Çevirmen: \nŞadan Karadeniz', 'Tasarımcı: \nAyşe Çelem']"
698,['Karabibik'],['Nabizade Nazım'],"['6.6/10', '9,1bin', '1.019']","['Edebiyat', ',', 'Roman', ',', 'Türk Klasikleri']","['Tahmini Okuma Süresi: 3 sa. 16 dk.', 'Sayfa Sayısı: 115', 'Basım Tarihi: Ocak 2010', 'İlk Yayın Tarihi: 1890', 'Yayınevi: Kitapzamanı Yayınları']","['Bkmkitap', 'Kitapyurdu']","['₺33,00', '₺4,40']",['Kadın'],['% 68.7'],['Yazar: \nNabizade Nazım']
699,['Erbain'],['İsmet Özel'],"['9/10', '9,1bin', '2.629']","['Edebiyat', ',', 'Şiir']","['Tahmini Okuma Süresi: 6 sa. 48 dk.', 'Sayfa Sayısı: 240', 'Basım Tarihi: Kasım 2012', 'İlk Yayın Tarihi: 1987', 'Yayınevi: Tiyo Yayınevi']","['Bkmkitap', 'Kitapyurdu']","['₺152,65', '₺139,75']",['Kadın'],['% 65.2'],['Yazar: \nİsmet Özel']
700,['Kral Oidipus'],['Sophokles'],"['8.4/10', '9bin', '1.820']","['Dünya Klasikleri', ',', 'Edebiyat', ',', 'Mitolojiler', ',', 'Senaryo-Oyun', ',', 'Tiyatro']","['Tahmini Okuma Süresi: 1 sa. 35 dk.', 'Sayfa Sayısı: 56', 'Basım Tarihi: 25 Ocak 2019', 'İlk Yayın Tarihi: 430', 'Yayınevi: Türkiye İş Bankası Kültür Yayınları']","['Bkmkitap', 'Kitapyurdu']","['₺13,00', '₺23,25']",['Kadın'],['% 59.4'],"['Yazar: \nSophokles', 'Çevirmen: \nBedrettin Tuncel']"
701,['Siyah İnci'],['Anna Sewell'],"['8.5/10', '9bin', '1.848']","['Roman', ',', 'Dünya Klasikleri', ',', 'Edebiyat']","['Tahmini Okuma Süresi: 7 sa. 2 dk.', 'Sayfa Sayısı: 248', 'Basım Tarihi: 2024', 'İlk Yayın Tarihi: 1877', 'Yayınevi: Türkiye İş Bankası Kültür Yayınları', 'Orijinal Adı: Black Beauty']","['Bkmkitap', 'Kitapyurdu']","['₺42,90', '₺43,40']",['Kadın'],['% 70.4'],"['Yazar: \nAnna Sewell', 'Çevirmen: \nAyşe Berktay']"
702,['Vanya Dayı'],['Anton Çehov'],"['7.6/10', '9bin', '1.685']","['Dünya Klasikleri', ',', 'Edebiyat', ',', 'Tiyatro', ',', 'Senaryo-Oyun']","['Tahmini Okuma Süresi: 2 sa. 33 dk.', 'Sayfa Sayısı: 90', 'Basım Tarihi: Ocak 2016', 'İlk Yayın Tarihi: 1898', 'Yayınevi: Türkiye İş Bankası Kültür Yayınları', 'Orijinal Adı: Rusça: Дядя Ваня [Dyadya Vanya]']","['Bkmkitap', 'Kitapyurdu']","['₺27,30', '₺17,05']",['Kadın'],['% 64.1'],"['Yazar: \nAnton Çehov', 'Çevirmen: \nAtaol Behramoğlu']"
703,"[""Piedra Irmağı'nın Kıyısında Oturdum Ağladım""]",['Paulo Coelho'],"['7.4/10', '9bin', '1.580']","['Roman', ',', 'Felsefe-Düşünce', ',', 'Edebiyat']","['Tahmini Okuma Süresi: 5 sa. 54 dk.', 'Sayfa Sayısı: 208', 'Basım Tarihi: Ocak 2015', 'İlk Yayın Tarihi: 1994', 'Yayınevi: Can Yayınları', 'Orijinal Adı: Na Margem Do Rio Piedra Eu Sentei E Chorei (On the Seventh Day #1)']","['Bkmkitap', 'Kitapyurdu']","['₺16,90', '₺13,00']",['Kadın'],['% 75.2'],"['Yazar: \nPaulo Coelho', 'Çevirmen: \nAykut Derman']"
704,['Öğrenci Kız'],['Osamu Dazai'],"['7.6/10', '9bin', '1.535']","['Edebiyat', ',', 'Novella']","['Tahmini Okuma Süresi: 1 sa. 49 dk.', 'Sayfa Sayısı: 64', 'Basım Tarihi: Nisan 2022', 'İlk Yayın Tarihi: 1939', 'Yayınevi: İthaki Yayınları', ""Orijinal Adı: Japonca:  女生徒 [On'na seito]""]","['Bkmkitap', 'Kitapyurdu']","['₺56,00', '₺50,40']",['Kadın'],['% 84.6'],"['Yazar: \nOsamu Dazai', 'Çevirmen: \nİrem Akçay']"
705,['Kurtlar İmparatorluğu'],['Jean-Christophe Grangé'],"['8.3/10', '8,9bin', '1.814']","['Roman', ',', 'Polisiye', ',', 'Edebiyat']","['Tahmini Okuma Süresi: 11 sa. 29 dk.', 'Sayfa Sayısı: 405', 'Basım Tarihi: 2020', 'İlk Yayın Tarihi: 2003', 'Yayınevi: Doğan Kitap', ""Orijinal Adı: L'Empire Des Loups""]","['Bkmkitap', 'Kitapyurdu']","['₺206,70', '₺175,30']",['Kadın'],['% 56.2'],"['Yazar: \nJean-Christophe Grangé', 'Çevirmen: \nŞevket Deniz']"
706,['Evlenmeden Önce'],['Doğan Cüceloğlu'],"['8.9/10', '8,9bin', '1.992']","['Psikoloji', ',', 'Kişisel Gelişim', ',', 'İnsan ve Toplum', ',', 'Aile (Kadın, Erkek ve Çocuk)']","['Tahmini Okuma Süresi: 6 sa. 21 dk.', 'Sayfa Sayısı: 224', 'Basım Tarihi: Ekim 2021', 'İlk Yayın Tarihi: 2017', 'Yayınevi: Remzi Kitabevi']","['Bkmkitap', 'Kitapyurdu']","['₺113,75', '₺87,02']",['Kadın'],['% 79.3'],['Yazar: \nDoğan Cüceloğlu']
707,['Arayışlar'],['Lou Andreas-Salomé'],"['7.7/10', '8,8bin', '1.791']","['Hikaye (Öykü)', ',', 'Dünya Klasikleri', ',', 'Edebiyat', ',', 'Kadın']","['Tahmini Okuma Süresi: 1 sa. 49 dk.', 'Sayfa Sayısı: 64', 'Basım Tarihi: Şubat 2021', 'İlk Yayın Tarihi: 1894', 'Yayınevi: Türkiye İş Bankası Kültür Yayınları', 'Orijinal Adı: Eine Ausschweifung']","['Bkmkitap', 'Kitapyurdu']","['₺24,70', '₺26,60']",['Kadın'],['% 82.8'],"['Yazar: \nLou Andreas-Salomé', 'Çevirmen: \nİlknur İgan']"
708,"['Kitap', 'Kitap bulunamadı']",[],[],[],[],[],[],[],[],[]
709,"['Kitap', 'Kitap bulunamadı']",[],[],[],[],[],[],[],[],[]
710,"['Kitap', 'Kitap bulunamadı']",[],[],[],[],[],[],[],[],[]
711,['Boğulmamak İçin'],['George Orwell'],"['7.4/10', '8,8bin', '1.879']","['Edebiyat', ',', 'Roman']","['Tahmini Okuma Süresi: 7 sa. 15 dk.', 'Sayfa Sayısı: 256', 'Basım Tarihi: Ekim 2015', 'İlk Yayın Tarihi: Haziran 1939', 'Yayınevi: Can Yayınları', 'Orijinal Adı: Coming up For Air']","['Bkmkitap', 'Kitapyurdu']","['₺94,25', '₺65,16']",['Kadın'],['% 58.6'],"['Yazar: \nGeorge Orwell', 'Çevirmen: \nSuat Ertüzün']"
712,['Marslı'],['Andy Weir'],"['8.6/10', '8,8bin', '2.526']","['Roman', ',', 'Bilim-Kurgu', ',', 'Edebiyat']","['Tahmini Okuma Süresi: 11 sa. 47 dk.', 'Sayfa Sayısı: 416', 'Basım Tarihi: Temmuz 2022', 'İlk Yayın Tarihi: 11 Şubat 2011', 'Yayınevi: İthaki Yayınları', 'Orijinal Adı: The Martian']","['Bkmkitap', 'Kitapyurdu']","['₺171,00', '₺179,55']",['Kadın'],['% 62.7'],"['Yazar: \nAndy Weir', 'Çevirmen: \nEmre Aygün']"
713,['Müslümanca Düşünme Üzerine Denemeler'],['Rasim Özdenören'],"['9/10', '8,8bin', '2.251']","['Deneme-İnceleme', ',', 'Din (İslam)', ',', 'Edebiyat', ',', 'Felsefe-Düşünce', ',', 'İnsan ve Toplum']","['Tahmini Okuma Süresi: 4 sa. 46 dk.', 'Sayfa Sayısı: 168', 'Basım Tarihi: Mart 2020', 'Yayınevi: İz Yayınları']","['Bkmkitap', 'Kitapyurdu']","['₺43,31', '₺78,20']",['Kadın'],['% 73.4'],['Yazar: \nRasim Özdenören']
714,['Sahaf Mendel'],['Stefan Zweig'],"['8.4/10', '8,7bin', '1.810']","['Hikaye (Öykü)', ',', 'Dünya Klasikleri', ',', 'Edebiyat', ',', 'Novella']","['Tahmini Okuma Süresi: 1 sa. 42 dk.', 'Sayfa Sayısı: 60', 'Basım Tarihi: Aralık 2022', 'İlk Yayın Tarihi: 1929', 'Yayınevi: Türkiye İş Bankası Kültür Yayınları', 'Orijinal Adı: Buchmendel']","['Bkmkitap', 'Kitapyurdu']","['₺20,80', '₺23,25']",['Kadın'],['% 64.4'],"['Yazar: \nStefan Zweig', 'Çevirmen: \nGülperi Sert']"
715,['Elmalı Turta'],['Zeynep Sahra'],"['8.3/10', '8,7bin', '2.437']","['Aşk', ',', 'Edebiyat', ',', 'Gençlik', ',', 'Roman']","['Tahmini Okuma Süresi: 14 sa. 3 dk.', 'Sayfa Sayısı: 496', 'Basım Tarihi: Mayıs 2017', 'Yayınevi: Ren Kitap', 'Orijinal Adı: Elmalı Turta']",['Bkmkitap'],"['₺170,00']",['Kadın'],['% 98.0'],['Yazar: \nZeynep Sahra']
716,['Ceza Sömürgesi'],['Franz Kafka'],"['7.4/10', '8,7bin', '1.544']","['Hikaye (Öykü)', ',', 'Edebiyat']","['Tahmini Okuma Süresi: 1 sa. 42 dk.', 'Sayfa Sayısı: 60', 'Basım Tarihi: Temmuz 2018', 'İlk Yayın Tarihi: Ekim 1919', 'Yayınevi: Kırmızı Kedi Yayınları', 'Orijinal Adı: In der Strafkolonie']","['Bkmkitap', 'Kitapyurdu']","['₺6,50', '₺7,64']",['Kadın'],['% 54.7'],"['Yazar: \nFranz Kafka', 'Çevirmen: \nİlknur Özdemir', 'Editör: \nMert Tanaydın', 'Tasarımcı: \nYeşim Ercan Aydın']"
717,['Günübirlik Hayatlar'],['Irvin D. Yalom'],"['8.3/10', '8,7bin', '1.969']","['Psikoloji', ',', 'İnsan ve Toplum']","['Tahmini Okuma Süresi: 5 sa. 54 dk.', 'Sayfa Sayısı: 208', 'Basım Tarihi: Haziran 2015', 'Yayınevi: Pegasus Yayınları', 'Orijinal Adı: Creatures of a Day: And Other Tales of Psychotherapy']","['Bkmkitap', 'Kitapyurdu']","['₺136,95', '₺137,15']",['Kadın'],['% 74.0'],"['Yazar: \nIrvin D. Yalom', 'Çevirmen: \nElif Okan Gezmiş']"
718,['Devran'],['Selahattin Demirtaş'],"['9.1/10', '8,7bin', '2.282']","['Edebiyat', ',', 'Hikaye (Öykü)']","['Tahmini Okuma Süresi: 3 sa. 55 dk.', 'Sayfa Sayısı: 138', 'Basım Tarihi: 12 Nisan 2019', 'İlk Yayın Tarihi: 2019', 'Yayınevi: İletişim Yayınları']","['Bkmkitap', 'Kitapyurdu']","['₺108,00', '₺94,70']",['Kadın'],['% 54.7'],"['Yazar: \nSelahattin Demirtaş', 'Editör: \nLevent Cantek']"
719,['Korku Vadisi - Sherlock Holmes'],['Arthur Conan Doyle'],"['8.2/10', '8,7bin', '1.723']","['Dünya Klasikleri', ',', 'Edebiyat', ',', 'Polisiye', ',', 'Roman']","['Tahmini Okuma Süresi: 5 sa. 28 dk.', 'Sayfa Sayısı: 193', 'Basım Tarihi: Mayıs 2016', 'Yayınevi: Türkiye İş Bankası Kültür Yayınları', 'Orijinal Adı: The Valley of Fear']","['Bkmkitap', 'Kitapyurdu']","['₺42,90', '₺43,40']",['Kadın'],['% 57.4'],"['Yazar: \nArthur Conan Doyle', 'Çevirmen: \nİpek Babacan']"
720,['Sır'],['Mustafa Kutlu'],"['7.7/10', '8,7bin', '1.588']","['Hikaye (Öykü)', ',', 'Edebiyat']","['Tahmini Okuma Süresi: 2 sa. 36 dk.', 'Sayfa Sayısı: 92', 'Basım Tarihi: Ekim 2021', 'İlk Yayın Tarihi: 1990', 'Yayınevi: Dergah Yayınları']","['Bkmkitap', 'Kitapyurdu']","['₺75,00', '₺65,00']",['Kadın'],['% 70.4'],['Yazar: \nMustafa Kutlu']
721,['Sisifos Söyleni'],['Albert Camus'],"['8.3/10', '8,7bin', '2.016']","['Felsefe-Düşünce', ',', 'Edebiyat', ',', 'Deneme-İnceleme']","['Tahmini Okuma Süresi: 4 sa. 32 dk.', 'Sayfa Sayısı: 160', 'Basım Tarihi: 2015', 'İlk Yayın Tarihi: Ekim 1942', 'Yayınevi: Can Yayınları', 'Orijinal Adı: Le Mythe De Sisyphe']","['Bkmkitap', 'Kitapyurdu']","['₺108,00', '₺109,62']",['Erkek'],['% 50.7'],"['Yazar: \nAlbert Camus', 'Çevirmen: \nTahsin Yücel']"
722,['Bir Şeftali Bin Şeftali'],['Samed Behrengi'],"['8.4/10', '8,7bin', '1.786']","['Çocuk', ',', 'Edebiyat', ',', 'Hikaye (Öykü)']","['Tahmini Okuma Süresi: 1 sa. 22 dk.', 'Sayfa Sayısı: 48', 'Basım Tarihi: Mayıs 2016', 'İlk Yayın Tarihi: Şubat 2019', 'Yayınevi: Yakamoz Yayınları']","['Bkmkitap', 'Kitapyurdu']","['₺5,40', '₺2,95']",['Kadın'],['% 73.8'],"['Yazar: \nSamed Behrengi', 'Çevirmen: \nTanıl Yaşar']"
723,['Bir Aşk Masalı'],['Ahmet Ümit'],"['7/10', '8,7bin', '1.256']","['Roman', ',', 'Edebiyat']","['Tahmini Okuma Süresi: 7 sa. 15 dk.', 'Sayfa Sayısı: 256', 'Basım Tarihi: Ekim 2022', 'Yayınevi: Yapı Kredi Yayınları']","['Bkmkitap', 'Kitapyurdu']","['₺55,25', '₺48,30']",['Kadın'],['% 80.7'],['Yazar: \nAhmet Ümit']
724,['Albaya Mektup Yok'],['Gabriel Garcia Marquez'],"['7.6/10', '8,6bin', '1.670']","['Edebiyat', ',', 'Roman']","['Tahmini Okuma Süresi: 2 sa. 16 dk.', 'Sayfa Sayısı: 80', 'Basım Tarihi: Temmuz 2020', 'İlk Yayın Tarihi: Ocak 1961', 'Yayınevi: Can Yayınları', 'Orijinal Adı: El Coronel No Tiene Quien Le Escriba']","['Bkmkitap', 'Kitapyurdu']","['₺97,50', '₺66,99']",['Kadın'],['% 61.7'],"['Yazar: \nGabriel Garcia Marquez', 'Çevirmen: \nHandan Saraç']"
725,['Koleksiyoncu'],['John Fowles'],"['8.1/10', '8,6bin', '2.048']","['Roman', ',', 'Edebiyat']","['Tahmini Okuma Süresi: 7 sa. 42 dk.', 'Sayfa Sayısı: 272', 'Basım Tarihi: 2024', 'İlk Yayın Tarihi: 1963', 'Yayınevi: Ayrıntı Yayınları', 'Orijinal Adı: The Collector']","['Bkmkitap', 'Kitapyurdu']","['₺168,75', '₺160,05']",['Kadın'],['% 76.3'],"['Yazar: \nJohn Fowles', 'Çevirmen: \nMünir Göle', 'Editör: \nAyten Koçal']"
726,"['Kitap', 'Kitap bulunamadı']",[],[],[],[],[],[],[],[],[]
727,"['Kitap', 'Kitap bulunamadı']",[],[],[],[],[],[],[],[],[]
728,"['Kitap', 'Kitap bulunamadı']",[],[],[],[],[],[],[],[],[]
729,['Yeni Hayat'],['Orhan Pamuk'],"['7.5/10', '8,6bin', '1.521']","['Edebiyat', ',', 'Roman']","['Tahmini Okuma Süresi: 6 sa. 48 dk.', 'Sayfa Sayısı: 240', 'Basım Tarihi: Şubat 2019', 'İlk Yayın Tarihi: 1997', 'Yayınevi: Yapı Kredi Yayınları']","['Bkmkitap', 'Kitapyurdu']","['₺156,00', '₺147,52']",['Kadın'],['% 66.4'],['Yazar: \nOrhan Pamuk']
730,['Pinokyo'],['Carlo Collodi'],"['8/10', '8,6bin', '1.414']","['Roman', ',', 'Dünya Klasikleri', ',', 'Çocuk', ',', 'Edebiyat']","['Tahmini Okuma Süresi: 5 sa. 26 dk.', 'Sayfa Sayısı: 192', 'Basım Tarihi: Ocak 2021', 'İlk Yayın Tarihi: 1883', 'Yayınevi: Türkiye İş Bankası Kültür Yayınları', 'Orijinal Adı: Le Avventure Di Pinocchio']","['Bkmkitap', 'Kitapyurdu']","['₺42,90', '₺26,84']",['Kadın'],['% 66.4'],"['Yazar: \nCarlo Collodi', 'Çevirmen: \nEgemen Berköz']"
731,['O ve Ben'],['Necip Fazıl Kısakürek'],"['9/10', '8,5bin', '2.507']","['Biyografi', ',', 'Edebiyat', ',', 'Anı-Mektup-Günlük']","['Tahmini Okuma Süresi: 7 sa. 29 dk.', 'Sayfa Sayısı: 264', 'Basım Tarihi: 2021', 'İlk Yayın Tarihi: 1965', 'Yayınevi: Büyük Doğu Yayınları', 'Orijinal Adı: O ve Ben']","['Bkmkitap', 'Kitapyurdu']","['₺90,00', '₺78,12']",['Kadın'],['% 67.7'],['Yazar: \nNecip Fazıl Kısakürek']
732,['Uysal Kız'],['Fyodor Dostoyevski'],"['7.9/10', '8,5bin', '1.691']","['Hikaye (Öykü)', ',', 'Dünya Klasikleri', ',', 'Edebiyat']","['Tahmini Okuma Süresi: 2 sa. 16 dk.', 'Sayfa Sayısı: 80', 'Basım Tarihi: Mart 2023', 'İlk Yayın Tarihi: 1876', 'Yayınevi: Can Yayınları', 'Orijinal Adı: Кроткая. Фантастическийрассказ']","['Bkmkitap', 'Kitapyurdu']","['₺55,25', '₺48,58']",['Kadın'],['% 71.1'],"['Yazar: \nFyodor Dostoyevski', 'Çevirmen: \nMehmet Yılmaz', 'Editör: \nAyça Sezen', 'Editör: \nUğur Büke', 'Tasarımcı: \nSibel Açıkalın Akgün']"
733,['Taş Meclisi'],['Jean-Christophe Grangé'],"['8.1/10', '8,5bin', '8']","['Roman', ',', 'Polisiye', ',', 'Edebiyat']","['Tahmini Okuma Süresi: 11 sa. 47 dk.', 'Sayfa Sayısı: 416', 'Basım Tarihi: Kasım 2018', 'İlk Yayın Tarihi: 2000', 'Yayınevi: Doğan Kitap', 'Orijinal Adı: Le Concile De Pierre']","['Bkmkitap', 'Kitapyurdu']","['₺218,40', '₺185,09']",['Kadın'],['% 62.6'],"['Yazar: \nJean-Christophe Grangé', 'Çevirmen: \nAli Cevat Akkoyunlu']"
734,['Beyhude Ömrüm'],['Mustafa Kutlu'],"['8.5/10', '8,5bin', '1.792']","['Hikaye (Öykü)', ',', 'Edebiyat']","['Tahmini Okuma Süresi: 6 sa. 0 dk.', 'Sayfa Sayısı: 212', 'Basım Tarihi: Ekim 2019', 'İlk Yayın Tarihi: Ocak 2012', 'Yayınevi: Dergâh Yayınları']","['Bkmkitap', 'Kitapyurdu']","['₺123,75', '₺107,25']",['Kadın'],['% 69.0'],['Yazar: \nMustafa Kutlu']
735,['Korkma Ben Varım'],['Murat Menteş'],"['8.4/10', '8,5bin', '2.033']","['Edebiyat', ',', 'Roman']","['Tahmini Okuma Süresi: 12 sa. 1 dk.', 'Sayfa Sayısı: 424', 'Basım Tarihi: Kasım 2009', 'Yayınevi: İletişim Yayınları']","['Bkmkitap', 'Kitapyurdu']","['₺191,75', '₺185,85']",['Kadın'],['% 59.5'],['Yazar: \nMurat Menteş']
736,['4N1K'],['Büşra Yılmaz'],"['7.1/10', '8,5bin', '2.453']","['Edebiyat', ',', 'Roman']","['Tahmini Okuma Süresi: 13 sa. 50 dk.', 'Sayfa Sayısı: 488', 'Basım Tarihi: Ekim 2015', 'Yayınevi: Epsilon Yayıncılık']","['Bkmkitap', 'Kitapyurdu']","['₺225,00', '₺231,56']",['Kadın'],['% 95.1'],"['Yazar: \nBüşra Yılmaz', 'Editör: \nMeltem Erkmen']"
737,['Bütün Şiirleri 1'],['Şükrü Erbaş'],"['8.6/10', '8,5bin', '1.982']","['Edebiyat', ',', 'Şiir']","['Tahmini Okuma Süresi: 5 sa. 30 dk.', 'Sayfa Sayısı: 194', 'Basım Tarihi: Nisan 2020', 'Yayınevi: Kırmızı Kedi Yayınevi']","['Bkmkitap', 'Kitapyurdu']","['₺98,00', '₺80,85']",['Kadın'],['% 72.2'],['Yazar: \nŞükrü Erbaş']
738,['Yaralı'],['Kahraman Tazeoğlu'],"['7.4/10', '8,4bin', '1.555']","['Aşk', ',', 'Edebiyat', ',', 'Roman']","['Tahmini Okuma Süresi: 9 sa. 4 dk.', 'Sayfa Sayısı: 320', 'Basım Tarihi: Eylül 2014', 'Yayınevi: Destek Yayınları']","['Bkmkitap', 'Kitapyurdu']","['₺19,20', '₺131,68']",['Kadın'],['% 83.5'],['Yazar: \nKahraman Tazeoğlu']
739,['Yaş On Yedi'],['İpek Ongun'],"['7.9/10', '8,4bin', '860']","['Edebiyat', ',', 'Gençlik', ',', 'Roman']","['Tahmini Okuma Süresi: 6 sa. 40 dk.', 'Sayfa Sayısı: 235', 'Basım Tarihi: Ağustos 2012', 'İlk Yayın Tarihi: Nisan 2010', 'Yayınevi: Artemis Yayınları']","['Bkmkitap', 'Kitapyurdu']","['₺113,75', '₺112,95']",['Kadın'],['% 94.6'],['Yazar: \nİpek Ongun']
740,['Allah De Ötesini Bırak'],['Uğur Koşar'],"['8.1/10', '8,4bin', '1.586']","['Din (İslam)', ',', 'Kişisel Gelişim', ',', 'Tasavvuf-Mezhepler-Tarikatlar']","['Tahmini Okuma Süresi: 5 sa. 26 dk.', 'Sayfa Sayısı: 192', 'Basım Tarihi: Temmuz 2013', 'Yayınevi: Destek Yayınları']",['Bkmkitap'],"['₺126,00']",['Kadın'],['% 80.2'],['Yazar: \nUğur Koşar']
741,['Reis Bey'],['Necip Fazıl Kısakürek'],"['9/10', '8,4bin', '2.162']","['Edebiyat', ',', 'Tiyatro']","['Tahmini Okuma Süresi: 4 sa. 18 dk.', 'Sayfa Sayısı: 152', 'Basım Tarihi: Ocak 2008', 'İlk Yayın Tarihi: 1964', 'Yayınevi: Büyük Doğu Yayınları']","['Bkmkitap', 'Kitapyurdu']","['₺60,00', '₺60,20']",['Kadın'],['% 60.8'],['Yazar: \nNecip Fazıl Kısakürek']
742,['Agapi'],['Sarah Jio'],"['7.5/10', '8,4bin', '1.531']","['Aşk', ',', 'Edebiyat', ',', 'Roman']","['Tahmini Okuma Süresi: 9 sa. 45 dk.', 'Sayfa Sayısı: 344', 'Basım Tarihi: 5 Eylül 2017', 'Yayınevi: Pena Yayınları', 'Orijinal Adı: The Look of Love']","['Bkmkitap', 'Kitapyurdu']","['₺81,65', '₺75,90']",['Kadın'],['% 91.7'],"['Yazar: \nSarah Jio', 'Çevirmen: \nFatma Zeynep Öztürk']"
743,['Kral Lear'],['William Shakespeare'],"['8.4/10', '8,4bin', '1.625']","['Dünya Klasikleri', ',', 'Edebiyat', ',', 'Tiyatro']","['Tahmini Okuma Süresi: 5 sa. 23 dk.', 'Sayfa Sayısı: 190', 'Basım Tarihi: 2009', 'İlk Yayın Tarihi: 1605', 'Yayınevi: Türkiye İş Bankası Kültür Yayınları', 'Orijinal Adı: King Lear']","['Bkmkitap', 'Kitapyurdu']","['₺49,40', '₺43,40']",['Kadın'],['% 57.3'],"['Yazar: \nWilliam Shakespeare', 'Çevirmen: \nÖzdemir Nutku']"
744,"['Kitap', 'Kitap bulunamadı']",[],[],[],[],[],[],[],[],[]
745,"['Kitap', 'Kitap bulunamadı']",[],[],[],[],[],[],[],[],[]
746,"['Kitap', 'Kitap bulunamadı']",[],[],[],[],[],[],[],[],[]
747,['Beş Sevgi Dili'],['Gary Chapman'],"['8.8/10', '8,4bin', '1.988']","['Kişisel Gelişim', ',', 'İnsan ve Toplum']","['Tahmini Okuma Süresi: 6 sa. 24 dk.', 'Sayfa Sayısı: 226', 'Basım Tarihi: 2012', 'Yayınevi: Koridor Yayıncılık', 'Orijinal Adı: The Five Love Languages']","['Bkmkitap', 'Kitapyurdu']","['₺104,30', '₺92,40']",['Kadın'],['% 83.8'],"['Yazar: \nGary Chapman', 'Çevirmen: \nSelim Yeniçeri', 'Editör: \nZübeyde Abat']"
748,['Gizli Anların Yolcusu'],['Ayşe Kulin'],"['7.5/10', '8,3bin', '1.289']","['Edebiyat', ',', 'Roman']","['Tahmini Okuma Süresi: 12 sa. 14 dk.', 'Sayfa Sayısı: 432', 'Basım Tarihi: Mart 2019', 'İlk Yayın Tarihi: Ocak 2017', 'Yayınevi: Everest Yayınları']","['Bkmkitap', 'Kitapyurdu']","['₺191,75', '₺185,85']",['Kadın'],['% 85.8'],['Yazar: \nAyşe Kulin']
749,['Efendi ile Uşağı'],['Lev Tolstoy'],"['7.9/10', '8,3bin', '1.415']","['Dünya Klasikleri', ',', 'Edebiyat', ',', 'Hikaye (Öykü)']","['Tahmini Okuma Süresi: 4 sa. 5 dk.', 'Sayfa Sayısı: 144', 'Basım Tarihi: 2016', 'İlk Yayın Tarihi: 1895', 'Yayınevi: Türkiye İş Bankası Kültür Yayınları', 'Orijinal Adı: Хозяин и работник']","['Bkmkitap', 'Kitapyurdu']","['₺39,00', '₺37,20']",['Kadın'],['% 51.8'],"['Yazar: \nLev Tolstoy', 'Çevirmen: \nAyşe Hacıhasanoğlu']"
750,['Fabrika Ayarı'],['Hayati İnanç'],"['9.1/10', '8,3bin', '2.654']","['Din (İslam)', ',', 'Edebiyat', ',', 'Kişisel Gelişim', ',', 'Söyleşi-Röportaj']","['Tahmini Okuma Süresi: 4 sa. 32 dk.', 'Sayfa Sayısı: 160', 'Basım Tarihi: Eylül 2020', 'Yayınevi: Profil Yayıncılık']","['Bkmkitap', 'Kitapyurdu']","['₺115,50', '₺99,83']",['Kadın'],['% 75.7'],"['Yazar: \nHayati İnanç', 'Yazar: \nBekir Develi', 'Editör: \nZeynep Ekşi', 'Tasarımcı: \nÖmer Faruk Yıldız']"
751,"[""Küçük Ağaç'ın Eğitimi""]",['Forrest Carter'],"['8.7/10', '8,3bin', '2.225']","['Roman', ',', 'Kişisel Gelişim', ',', 'Edebiyat', ',', 'Anı-Mektup-Günlük', ',', 'Gençlik']","['Tahmini Okuma Süresi: 7 sa. 56 dk.', 'Sayfa Sayısı: 280', 'Basım Tarihi: Aralık 2021', 'İlk Yayın Tarihi: 1976', 'Yayınevi: Say Yayınları', 'Orijinal Adı: The Education Of Little Tree']","['Bkmkitap', 'Kitapyurdu']","['₺140,00', '₺137,10']",['Kadın'],['% 75.6'],"['Yazar: \nForrest Carter', 'Çevirmen: \nŞen Süer']"
752,['Outliers'],['Malcolm Gladwell'],"['7.8/10', '8,3bin', '2.061']","['Psikoloji', ',', 'Kişisel Gelişim', ',', 'Ekonomi-Emek-İş Dünyası', ',', 'İnsan ve Toplum']","['Tahmini Okuma Süresi: 6 sa. 55 dk.', 'Sayfa Sayısı: 244', 'Basım Tarihi: Mart 2022', 'İlk Yayın Tarihi: Kasım 2008', 'Yayınevi: MediaCat Yayınları']","['Bkmkitap', 'Kitapyurdu']","['₺220,10', '₺224,75']",['Kadın'],['% 52.1'],"['Yazar: \nMalcolm Gladwell', 'Çevirmen: \nAytül Özer']"
